decision,simulation,incremental_profit_usd,roi
Hibrido certificado,1673,573066.3,4.0933
Ventana conservadora,1674,62795.73,3.4887
Arbitraje agresivo,1674,-24012.33,-0.2528
Servicios de regulacion,1674,-16374.25,-0.5848
Hibrido certificado,1674,-129741.27,-0.9267
Ventana conservadora,1675,49587.52,2.7549
Arbitraje agresivo,1675,-77745.05,-0.8184
Servicios de regulacion,1675,-19396.02,-0.6927
Hibrido certificado,1675,-14218.2,-0.1016
Ventana conservadora,1676,43129.28,2.3961
Arbitraje agresivo,1676,-16146.09,-0.17
Servicios de regulacion,1676,-19339.5,-0.6907
Hibrido certificado,1676,-107855.2,-0.7704
Ventana conservadora,1677,43658.29,2.4255
Arbitraje agresivo,1677,-30826.56,-0.3245
Servicios de regulacion,1677,-19256.32,-0.6877
Hibrido certificado,1677,-35336.9,-0.2524
Ventana conservadora,1678,56987.28,3.166
Arbitraje agresivo,1678,-29595.99,-0.3115
Servicios de regulacion,1678,-21202.49,-0.7572
Hibrido certificado,1678,-142900.5,-1.0207
Ventana conservadora,1679,58722.93,3.2624
Arbitraje agresivo,1679,7902.88,0.0832
Servicios de regulacion,1679,-18852.15,-0.6733
Hibrido certificado,1679,-135357.38,-0.9668
Ventana conservadora,1680,68329.97,3.7961
Arbitraje agresivo,1680,-35853.53,-0.3774
Servicios de regulacion,1680,-19682.15,-0.7029
Hibrido certificado,1680,86165.85,0.6155
Ventana conservadora,1681,44205.32,2.4559
Arbitraje agresivo,1681,-57353.35,-0.6037
Servicios de regulacion,1681,-15965.46,-0.5702
Hibrido certificado,1681,-135335.65,-0.9667
Ventana conservadora,1682,46642.14,2.5912
Arbitraje agresivo,1682,-31786.25,-0.3346
Servicios de regulacion,1682,-21314.62,-0.7612
Hibrido certificado,1682,-132408.74,-0.9458
Ventana conservadora,1683,50901.27,2.8278
Arbitraje agresivo,1683,17347.45,0.1826
Servicios de regulacion,1683,-21841.46,-0.7801
Hibrido certificado,1683,-65195.37,-0.4657
Ventana conservadora,1684,54062.12,3.0035
Arbitraje agresivo,1684,-17359.3,-0.1827
Servicios de regulacion,1684,-21139.23,-0.755
Hibrido certificado,1684,-149179.44,-1.0656
Ventana conservadora,1685,61029.07,3.3905
Arbitraje agresivo,1685,-42430.12,-0.4466
Servicios de regulacion,1685,-19859.58,-0.7093
Hibrido certificado,1685,70149.87,0.5011
Ventana conservadora,1686,41785.55,2.3214
Arbitraje agresivo,1686,-72523.18,-0.7634
Servicios de regulacion,1686,-17500.14,-0.625
Hibrido certificado,1686,-126478.63,-0.9034
Ventana conservadora,1687,61877.14,3.4376
Arbitraje agresivo,1687,-2997.68,-0.0316
Servicios de regulacion,1687,-22107.91,-0.7896
Hibrido certificado,1687,-115891.11,-0.8278
Ventana conservadora,1688,54051.57,3.0029
Arbitraje agresivo,1688,-22463.38,-0.2365
Servicios de regulacion,1688,-14578.52,-0.5207
Hibrido certificado,1688,-149455.62,-1.0675
Ventana conservadora,1689,60667.88,3.3704
Arbitraje agresivo,1689,-27412.31,-0.2886
Servicios de regulacion,1689,-16926.46,-0.6045
Hibrido certificado,1689,-107063.12,-0.7647
Ventana conservadora,1690,49243.55,2.7358
Arbitraje agresivo,1690,-46823.43,-0.4929
Servicios de regulacion,1690,-18878.45,-0.6742
Hibrido certificado,1690,-132185.98,-0.9442
Ventana conservadora,1691,43845.67,2.4359
Arbitraje agresivo,1691,-56109.9,-0.5906
Servicios de regulacion,1691,-21244.2,-0.7587
Hibrido certificado,1691,-63290.23,-0.4521
Ventana conservadora,1692,65108.38,3.6171
Arbitraje agresivo,1692,-59243.19,-0.6236
Servicios de regulacion,1692,-17863.18,-0.638
Hibrido certificado,1692,-128344.51,-0.9167
Ventana conservadora,1693,69155.18,3.842
Arbitraje agresivo,1693,-118994.96,-1.2526
Servicios de regulacion,1693,-22270.6,-0.7954
Hibrido certificado,1693,-155321.13,-1.1094
Ventana conservadora,1694,67183.56,3.7324
Arbitraje agresivo,1694,-48384.93,-0.5093
Servicios de regulacion,1694,-17505.0,-0.6252
Hibrido certificado,1694,-165288.75,-1.1806
Ventana conservadora,1695,59754.49,3.3197
Arbitraje agresivo,1695,-33884.87,-0.3567
Servicios de regulacion,1695,-24671.18,-0.8811
Hibrido certificado,1695,-119361.44,-0.8526
Ventana conservadora,1696,51116.64,2.8398
Arbitraje agresivo,1696,-38038.81,-0.4004
Servicios de regulacion,1696,-21729.2,-0.776
Hibrido certificado,1696,-139872.95,-0.9991
Ventana conservadora,1697,47690.63,2.6495
Arbitraje agresivo,1697,-52515.47,-0.5528
Servicios de regulacion,1697,-18134.29,-0.6477
Hibrido certificado,1697,-109293.2,-0.7807
Ventana conservadora,1698,70703.09,3.9279
Arbitraje agresivo,1698,-33304.86,-0.3506
Servicios de regulacion,1698,-25563.17,-0.913
Hibrido certificado,1698,-153383.66,-1.0956
Ventana conservadora,1699,62158.58,3.4533
Arbitraje agresivo,1699,-32348.1,-0.3405
Servicios de regulacion,1699,-22371.79,-0.799
Hibrido certificado,1699,-88753.85,-0.634
Ventana conservadora,1700,60616.57,3.3676
Arbitraje agresivo,1700,-336.05,-0.0035
Servicios de regulacion,1700,-23552.12,-0.8411
Hibrido certificado,1700,-166634.86,-1.1902
Ventana conservadora,1701,53891.8,2.994
Arbitraje agresivo,1701,-32152.45,-0.3384
Servicios de regulacion,1701,-13282.68,-0.4744
Hibrido certificado,1701,-131094.31,-0.9364
Ventana conservadora,1702,50541.96,2.8079
Arbitraje agresivo,1702,-19739.16,-0.2078
Servicios de regulacion,1702,-17261.2,-0.6165
Hibrido certificado,1702,-123197.41,-0.88
Ventana conservadora,1703,81154.7,4.5086
Arbitraje agresivo,1703,-25489.38,-0.2683
Servicios de regulacion,1703,-11261.33,-0.4022
Hibrido certificado,1703,-141237.61,-1.0088
Ventana conservadora,1704,56128.63,3.1183
Arbitraje agresivo,1704,71214.34,0.7496
Servicios de regulacion,1704,-21963.66,-0.7844
Hibrido certificado,1704,-63078.45,-0.4506
Ventana conservadora,1705,56965.2,3.1647
Arbitraje agresivo,1705,3438.39,0.0362
Servicios de regulacion,1705,-25090.09,-0.8961
Hibrido certificado,1705,-135035.97,-0.9645
Ventana conservadora,1706,59115.42,3.2842
Arbitraje agresivo,1706,-5585.52,-0.0588
Servicios de regulacion,1706,-20028.72,-0.7153
Hibrido certificado,1706,-85416.34,-0.6101
Ventana conservadora,1707,64319.68,3.5733
Arbitraje agresivo,1707,-18762.48,-0.1975
Servicios de regulacion,1707,-19661.62,-0.7022
Hibrido certificado,1707,-129676.25,-0.9263
Ventana conservadora,1708,61272.28,3.404
Arbitraje agresivo,1708,-55692.84,-0.5862
Servicios de regulacion,1708,-23111.32,-0.8254
Hibrido certificado,1708,-151669.41,-1.0834
Ventana conservadora,1709,45315.25,2.5175
Arbitraje agresivo,1709,-67370.95,-0.7092
Servicios de regulacion,1709,-17696.3,-0.632
Hibrido certificado,1709,-119396.58,-0.8528
Ventana conservadora,1710,57170.12,3.1761
Arbitraje agresivo,1710,-48974.03,-0.5155
Servicios de regulacion,1710,-16046.14,-0.5731
Hibrido certificado,1710,-108203.5,-0.7729
Ventana conservadora,1711,75246.5,4.1804
Arbitraje agresivo,1711,-58356.86,-0.6143
Servicios de regulacion,1711,-18458.76,-0.6592
Hibrido certificado,1711,-148520.95,-1.0609
Ventana conservadora,1712,58248.96,3.2361
Arbitraje agresivo,1712,-21607.9,-0.2275
Servicios de regulacion,1712,-20399.67,-0.7286
Hibrido certificado,1712,-72229.62,-0.5159
Ventana conservadora,1713,58546.04,3.2526
Arbitraje agresivo,1713,-47530.57,-0.5003
Servicios de regulacion,1713,-25941.83,-0.9265
Hibrido certificado,1713,-147805.39,-1.0558
Ventana conservadora,1714,42757.41,2.3754
Arbitraje agresivo,1714,-41915.34,-0.4412
Servicios de regulacion,1714,-23765.52,-0.8488
Hibrido certificado,1714,-141759.95,-1.0126
Ventana conservadora,1715,54767.29,3.0426
Arbitraje agresivo,1715,-83940.94,-0.8836
Servicios de regulacion,1715,-26727.97,-0.9546
Hibrido certificado,1715,-116626.35,-0.833
Ventana conservadora,1716,40609.44,2.2561
Arbitraje agresivo,1716,-26253.57,-0.2764
Servicios de regulacion,1716,-16171.96,-0.5776
Hibrido certificado,1716,-129210.04,-0.9229
Ventana conservadora,1717,65307.22,3.6282
Arbitraje agresivo,1717,-60592.11,-0.6378
Servicios de regulacion,1717,-18179.62,-0.6493
Hibrido certificado,1717,2480.02,0.0177
Ventana conservadora,1718,72662.0,4.0368
Arbitraje agresivo,1718,-26748.55,-0.2816
Servicios de regulacion,1718,-22211.82,-0.7933
Hibrido certificado,1718,-94003.68,-0.6715
Ventana conservadora,1719,52930.45,2.9406
Arbitraje agresivo,1719,-72608.38,-0.7643
Servicios de regulacion,1719,-20835.9,-0.7441
Hibrido certificado,1719,-125486.08,-0.8963
Ventana conservadora,1720,66713.08,3.7063
Arbitraje agresivo,1720,-72205.73,-0.7601
Servicios de regulacion,1720,-16640.11,-0.5943
Hibrido certificado,1720,-142373.25,-1.017
Ventana conservadora,1721,54469.65,3.0261
Arbitraje agresivo,1721,30194.16,0.3178
Servicios de regulacion,1721,-22046.51,-0.7874
Hibrido certificado,1721,-151270.25,-1.0805
Ventana conservadora,1722,64477.72,3.5821
Arbitraje agresivo,1722,-22483.4,-0.2367
Servicios de regulacion,1722,-28231.94,-1.0083
Hibrido certificado,1722,-157192.38,-1.1228
Ventana conservadora,1723,61049.91,3.3917
Arbitraje agresivo,1723,-74228.34,-0.7814
Servicios de regulacion,1723,-21704.41,-0.7752
Hibrido certificado,1723,-129708.5,-0.9265
Ventana conservadora,1724,33206.6,1.8448
Arbitraje agresivo,1724,-40659.53,-0.428
Servicios de regulacion,1724,-16344.52,-0.5837
Hibrido certificado,1724,-133040.25,-0.9503
Ventana conservadora,1725,60371.84,3.354
Arbitraje agresivo,1725,-29978.44,-0.3156
Servicios de regulacion,1725,-17872.3,-0.6383
Hibrido certificado,1725,-154036.6,-1.1003
Ventana conservadora,1726,59137.26,3.2854
Arbitraje agresivo,1726,4532.57,0.0477
Servicios de regulacion,1726,-26573.84,-0.9491
Hibrido certificado,1726,-134426.11,-0.9602
Ventana conservadora,1727,64559.22,3.5866
Arbitraje agresivo,1727,-18545.36,-0.1952
Servicios de regulacion,1727,-18890.03,-0.6746
Hibrido certificado,1727,-144006.95,-1.0286
Ventana conservadora,1728,56527.69,3.1404
Arbitraje agresivo,1728,-55277.37,-0.5819
Servicios de regulacion,1728,-30813.65,-1.1005
Hibrido certificado,1728,-146815.67,-1.0487
Ventana conservadora,1729,56450.48,3.1361
Arbitraje agresivo,1729,-14304.71,-0.1506
Servicios de regulacion,1729,-16898.96,-0.6035
Hibrido certificado,1729,-116265.59,-0.8305
Ventana conservadora,1730,51798.56,2.8777
Arbitraje agresivo,1730,-36101.28,-0.38
Servicios de regulacion,1730,-22906.6,-0.8181
Hibrido certificado,1730,-138070.21,-0.9862
Ventana conservadora,1731,67722.36,3.7624
Arbitraje agresivo,1731,-23147.18,-0.2437
Servicios de regulacion,1731,-20962.21,-0.7487
Hibrido certificado,1731,-120019.41,-0.8573
Ventana conservadora,1732,43541.11,2.419
Arbitraje agresivo,1732,-2898.93,-0.0305
Servicios de regulacion,1732,-15774.06,-0.5634
Hibrido certificado,1732,-171693.01,-1.2264
Ventana conservadora,1733,52585.07,2.9214
Arbitraje agresivo,1733,-22026.15,-0.2319
Servicios de regulacion,1733,-22997.17,-0.8213
Hibrido certificado,1733,862301.51,6.1593
Ventana conservadora,1734,45288.32,2.516
Arbitraje agresivo,1734,-49015.21,-0.5159
Servicios de regulacion,1734,-14690.75,-0.5247
Hibrido certificado,1734,-153572.34,-1.0969
Ventana conservadora,1735,62791.73,3.4884
Arbitraje agresivo,1735,-49131.88,-0.5172
Servicios de regulacion,1735,-22632.85,-0.8083
Hibrido certificado,1735,-149944.74,-1.071
Ventana conservadora,1736,50011.01,2.7784
Arbitraje agresivo,1736,81310.98,0.8559
Servicios de regulacion,1736,-14779.34,-0.5278
Hibrido certificado,1736,-144834.72,-1.0345
Ventana conservadora,1737,64976.45,3.6098
Arbitraje agresivo,1737,-8297.39,-0.0873
Servicios de regulacion,1737,-14262.7,-0.5094
Hibrido certificado,1737,-125228.17,-0.8945
Ventana conservadora,1738,79617.73,4.4232
Arbitraje agresivo,1738,5044.13,0.0531
Servicios de regulacion,1738,-16277.61,-0.5813
Hibrido certificado,1738,-113763.39,-0.8126
Ventana conservadora,1739,56861.57,3.159
Arbitraje agresivo,1739,-92449.13,-0.9731
Servicios de regulacion,1739,-15365.3,-0.5488
Hibrido certificado,1739,-83924.39,-0.5995
Ventana conservadora,1740,70737.26,3.9298
Arbitraje agresivo,1740,-4929.13,-0.0519
Servicios de regulacion,1740,-23764.32,-0.8487
Hibrido certificado,1740,-141544.54,-1.011
Ventana conservadora,1741,43241.49,2.4023
Arbitraje agresivo,1741,25011.11,0.2633
Servicios de regulacion,1741,-14304.57,-0.5109
Hibrido certificado,1741,-121925.21,-0.8709
Ventana conservadora,1742,69820.69,3.8789
Arbitraje agresivo,1742,-3130.77,-0.033
Servicios de regulacion,1742,-15450.34,-0.5518
Hibrido certificado,1742,-137704.42,-0.9836
Ventana conservadora,1743,55417.78,3.0788
Arbitraje agresivo,1743,-58123.31,-0.6118
Servicios de regulacion,1743,-15704.98,-0.5609
Hibrido certificado,1743,-154124.73,-1.1009
Ventana conservadora,1744,54610.43,3.0339
Arbitraje agresivo,1744,-57221.41,-0.6023
Servicios de regulacion,1744,-18777.96,-0.6706
Hibrido certificado,1744,-76993.75,-0.55
Ventana conservadora,1745,70702.18,3.9279
Arbitraje agresivo,1745,-36283.08,-0.3819
Servicios de regulacion,1745,-13537.87,-0.4835
Hibrido certificado,1745,-7216.53,-0.0515
Ventana conservadora,1746,58159.97,3.2311
Arbitraje agresivo,1746,44021.97,0.4634
Servicios de regulacion,1746,-14083.99,-0.503
Hibrido certificado,1746,-167921.93,-1.1994
Ventana conservadora,1747,44584.95,2.4769
Arbitraje agresivo,1747,-45695.12,-0.481
Servicios de regulacion,1747,-8136.24,-0.2906
Hibrido certificado,1747,-54272.02,-0.3877
Ventana conservadora,1748,37306.42,2.0726
Arbitraje agresivo,1748,-3832.01,-0.0403
Servicios de regulacion,1748,-17659.86,-0.6307
Hibrido certificado,1748,-144459.31,-1.0319
Ventana conservadora,1749,60097.51,3.3388
Arbitraje agresivo,1749,-14859.87,-0.1564
Servicios de regulacion,1749,-18654.31,-0.6662
Hibrido certificado,1749,-99272.92,-0.7091
Ventana conservadora,1750,63117.75,3.5065
Arbitraje agresivo,1750,-45364.25,-0.4775
Servicios de regulacion,1750,-18942.28,-0.6765
Hibrido certificado,1750,-142866.39,-1.0205
Ventana conservadora,1751,68082.65,3.7824
Arbitraje agresivo,1751,-48930.44,-0.5151
Servicios de regulacion,1751,-16824.24,-0.6009
Hibrido certificado,1751,-78657.25,-0.5618
Ventana conservadora,1752,59763.79,3.3202
Arbitraje agresivo,1752,-62021.31,-0.6529
Servicios de regulacion,1752,-14332.74,-0.5119
Hibrido certificado,1752,-118156.01,-0.844
Ventana conservadora,1753,54658.5,3.0366
Arbitraje agresivo,1753,-18737.99,-0.1972
Servicios de regulacion,1753,-15142.92,-0.5408
Hibrido certificado,1753,-135807.35,-0.9701
Ventana conservadora,1754,52412.03,2.9118
Arbitraje agresivo,1754,-39408.8,-0.4148
Servicios de regulacion,1754,-12984.98,-0.4637
Hibrido certificado,1754,-71807.77,-0.5129
Ventana conservadora,1755,53168.32,2.9538
Arbitraje agresivo,1755,-18079.22,-0.1903
Servicios de regulacion,1755,-11820.09,-0.4221
Hibrido certificado,1755,-119423.3,-0.853
Ventana conservadora,1756,65275.64,3.6264
Arbitraje agresivo,1756,21585.09,0.2272
Servicios de regulacion,1756,-18924.44,-0.6759
Hibrido certificado,1756,-9668.26,-0.0691
Ventana conservadora,1757,54574.55,3.0319
Arbitraje agresivo,1757,-9970.9,-0.105
Servicios de regulacion,1757,-11709.35,-0.4182
Hibrido certificado,1757,-127652.22,-0.9118
Ventana conservadora,1758,53349.82,2.9639
Arbitraje agresivo,1758,-42355.63,-0.4458
Servicios de regulacion,1758,-5931.44,-0.2118
Hibrido certificado,1758,-144690.21,-1.0335
Ventana conservadora,1759,60876.71,3.382
Arbitraje agresivo,1759,-11011.93,-0.1159
Servicios de regulacion,1759,-19151.44,-0.684
Hibrido certificado,1759,132611.64,0.9472
Ventana conservadora,1760,64759.44,3.5977
Arbitraje agresivo,1760,-53885.94,-0.5672
Servicios de regulacion,1760,-18015.68,-0.6434
Hibrido certificado,1760,-138442.31,-0.9889
Ventana conservadora,1761,46878.87,2.6044
Arbitraje agresivo,1761,-3007.12,-0.0317
Servicios de regulacion,1761,-20217.7,-0.7221
Hibrido certificado,1761,134029.19,0.9574
Ventana conservadora,1762,47662.15,2.6479
Arbitraje agresivo,1762,-37194.29,-0.3915
Servicios de regulacion,1762,-13142.17,-0.4694
Hibrido certificado,1762,-110417.88,-0.7887
Ventana conservadora,1763,58053.88,3.2252
Arbitraje agresivo,1763,-10029.48,-0.1056
Servicios de regulacion,1763,-17450.74,-0.6232
Hibrido certificado,1763,-110319.97,-0.788
Ventana conservadora,1764,74512.02,4.1396
Arbitraje agresivo,1764,1577.47,0.0166
Servicios de regulacion,1764,-13299.04,-0.475
Hibrido certificado,1764,-153832.65,-1.0988
Ventana conservadora,1765,61258.98,3.4033
Arbitraje agresivo,1765,-19241.54,-0.2025
Servicios de regulacion,1765,-20915.81,-0.747
Hibrido certificado,1765,-137382.02,-0.9813
Ventana conservadora,1766,60566.25,3.3648
Arbitraje agresivo,1766,-44989.77,-0.4736
Servicios de regulacion,1766,-27788.97,-0.9925
Hibrido certificado,1766,-151103.3,-1.0793
Ventana conservadora,1767,62468.44,3.4705
Arbitraje agresivo,1767,14199.41,0.1495
Servicios de regulacion,1767,-18699.62,-0.6678
Hibrido certificado,1767,-140581.42,-1.0042
Ventana conservadora,1768,47818.54,2.6566
Arbitraje agresivo,1768,-66503.08,-0.7
Servicios de regulacion,1768,-12864.42,-0.4594
Hibrido certificado,1768,-105033.06,-0.7502
Ventana conservadora,1769,56073.45,3.1152
Arbitraje agresivo,1769,-37571.34,-0.3955
Servicios de regulacion,1769,-20664.82,-0.738
Hibrido certificado,1769,-125096.37,-0.8935
Ventana conservadora,1770,44468.79,2.4705
Arbitraje agresivo,1770,-33719.98,-0.3549
Servicios de regulacion,1770,-20282.86,-0.7244
Hibrido certificado,1770,-98941.32,-0.7067
Ventana conservadora,1771,60384.93,3.3547
Arbitraje agresivo,1771,-40791.13,-0.4294
Servicios de regulacion,1771,-25963.2,-0.9273
Hibrido certificado,1771,-132054.72,-0.9432
Ventana conservadora,1772,53768.16,2.9871
Arbitraje agresivo,1772,-17182.05,-0.1809
Servicios de regulacion,1772,-20936.06,-0.7477
Hibrido certificado,1772,-114696.55,-0.8193
Ventana conservadora,1773,62256.13,3.4587
Arbitraje agresivo,1773,17578.58,0.185
Servicios de regulacion,1773,-17989.92,-0.6425
Hibrido certificado,1773,-137963.92,-0.9855
Ventana conservadora,1774,58031.24,3.224
Arbitraje agresivo,1774,-72579.91,-0.764
Servicios de regulacion,1774,-17045.5,-0.6088
Hibrido certificado,1774,-156573.63,-1.1184
Ventana conservadora,1775,56665.22,3.1481
Arbitraje agresivo,1775,-49668.59,-0.5228
Servicios de regulacion,1775,-13040.12,-0.4657
Hibrido certificado,1775,-121408.38,-0.8672
Ventana conservadora,1776,54842.27,3.0468
Arbitraje agresivo,1776,-95162.96,-1.0017
Servicios de regulacion,1776,-14143.52,-0.5051
Hibrido certificado,1776,-90558.73,-0.6468
Ventana conservadora,1777,41573.78,2.3097
Arbitraje agresivo,1777,-42162.53,-0.4438
Servicios de regulacion,1777,-15200.89,-0.5429
Hibrido certificado,1777,-114228.99,-0.8159
Ventana conservadora,1778,64318.54,3.5733
Arbitraje agresivo,1778,-24962.67,-0.2628
Servicios de regulacion,1778,-26874.64,-0.9598
Hibrido certificado,1778,-165712.96,-1.1837
Ventana conservadora,1779,64124.63,3.5625
Arbitraje agresivo,1779,-39101.14,-0.4116
Servicios de regulacion,1779,-11624.29,-0.4152
Hibrido certificado,1779,-153371.62,-1.0955
Ventana conservadora,1780,41121.5,2.2845
Arbitraje agresivo,1780,-46569.44,-0.4902
Servicios de regulacion,1780,-15347.97,-0.5481
Hibrido certificado,1780,-127845.85,-0.9132
Ventana conservadora,1781,58487.59,3.2493
Arbitraje agresivo,1781,-82486.6,-0.8683
Servicios de regulacion,1781,-21245.31,-0.7588
Hibrido certificado,1781,-120480.32,-0.8606
Ventana conservadora,1782,50622.32,2.8124
Arbitraje agresivo,1782,-53671.5,-0.565
Servicios de regulacion,1782,-16216.74,-0.5792
Hibrido certificado,1782,-111049.21,-0.7932
Ventana conservadora,1783,45345.26,2.5192
Arbitraje agresivo,1783,-35583.44,-0.3746
Servicios de regulacion,1783,-20481.41,-0.7315
Hibrido certificado,1783,1139012.67,8.1358
Ventana conservadora,1784,43515.9,2.4176
Arbitraje agresivo,1784,21843.12,0.2299
Servicios de regulacion,1784,-13785.56,-0.4923
Hibrido certificado,1784,-170344.83,-1.2167
Ventana conservadora,1785,61364.48,3.4091
Arbitraje agresivo,1785,-59535.85,-0.6267
Servicios de regulacion,1785,-18471.66,-0.6597
Hibrido certificado,1785,-122728.45,-0.8766
Ventana conservadora,1786,63087.52,3.5049
Arbitraje agresivo,1786,21941.96,0.231
Servicios de regulacion,1786,-11472.05,-0.4097
Hibrido certificado,1786,-149177.28,-1.0656
Ventana conservadora,1787,62035.02,3.4464
Arbitraje agresivo,1787,-15366.66,-0.1618
Servicios de regulacion,1787,-25812.56,-0.9219
Hibrido certificado,1787,-155207.11,-1.1086
